key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
5034,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Boss_03.scd","music/ffxiv/BGM_Con_Teikoku_01_Sido.scd","",0,691,"Colosseum#0",False,"","","BNpcBase#0","Relive Renda-Rae's battle against Balam-Quitz!","Like I'll let you roar again! I've got plenty of arrows left!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
5035,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Con_Teikoku_01_Sido.scd","","",0,702,"Colosseum#0",True,"","","BNpcBase#0","Escape the imperial palace","It works, it works! Hahaha! Arch Ultima is unstoppable!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,4,0,0,0,False,0,0,0,0,0,0,False,0,0
5036,"InstanceContentType#7",0,30,False,"music/ex3/BGM_EX3_Event_06.scd","music/ex3/BGM_EX3_Null.scd","",0,703,"Colosseum#0",False,"","","BNpcBase#0","Purge Lyhe Mheg of nightmares!","I still sense a nightmare nearby... Let's hurry and find it!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,14,12,0,0,0,False,0,0
5037,"InstanceContentType#7",0,90,False,"music/ex2/BGM_EX2_Dan_D13.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,723,"Colosseum#0",False,"","","BNpcBase#0","Make your way to the transmission tower!","Defeat Varis yae Galvus!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,13,0,39,0,False,0,24,0,0,0,0,False,0,0
5038,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Dungeon_Deep02.scd","","",0,724,"Colosseum#0",True,"","","BNpcBase#0","Clear the Trial of Ronka!","One worthy of she who the Ronkans extolled, must be strong of mind, body, and soul.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,23,0,0,0,0,False,0,0
5039,"InstanceContentType#7",0,15,False,"music/ex1/BGM_EX1_Boss04.scd","","",0,740,"Colosseum#0",False,"","","BNpcBase#0","Follow Cid's instructions","Deploy the Aetherial Aegis to weather the storm!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
5040,"InstanceContentType#7",0,30,False,"music/ex3/BGM_EX3_Ban_09.scd","","",0,741,"Colosseum#0",False,"","","BNpcBase#0","Defeat the Sapphire Weapon","The turrets are preparing to self-destruct.
Destroy them with the Ultima Buster!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
5041,"InstanceContentType#7",0,30,False,"","","",0,743,"Colosseum#0",False,"","","BNpcBase#0","Follow Elidibus","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,31,0,False,0,0,0,0,0,0,False,0,0
5042,"InstanceContentType#7",0,30,False,"music/ex3/BGM_EX3_Event_06.scd","music/ex3/BGM_EX3_Null.scd","",0,764,"Colosseum#0",True,"","","BNpcBase#0","Protect Alisaie!","<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>, a little more aether! Just a little more, and I can finish this!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,44,0,False,0,0,0,0,0,0,False,0,0
5043,"InstanceContentType#7",0,30,False,"music/ex3/BGM_EX3_MYC_02.scd","music/ex3/BGM_EX3_Null.scd","",0,765,"Colosseum#0",False,"","","BNpcBase#0","Defeat Misija and her imperial troops!","I will see to Misija. The remaining magitek armor is yours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
5044,"InstanceContentType#7",0,60,False,"","","",0,780,"Colosseum#0",True,"","","BNpcBase#0","Defeat the Telophoroi troops","Then let us take this opportunity to cure the tempered!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,49,0,0,0,0,False,0,0
5045,"InstanceContentType#7",0,60,False,"music/ex4/BGM_EX4_Boss_Battle01.scd","","",0,793,"Colosseum#0",True,"","","BNpcBase#0","Reach Camp Broken Glass within the time limit","Search around the immobilized magitek reaper for the person calling to you",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,16,0,54,0,False,0,60,0,0,0,0,False,0,0
5046,"InstanceContentType#7",0,60,False,"music/ex4/BGM_EX4_Event_20.scd","","",0,795,"Colosseum#0",False,"","","BNpcBase#0","Prove your strength to Venat!","I have seen enough.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,57,0,False,0,0,0,0,0,0,False,0,0
5047,"InstanceContentType#7",0,60,False,"music/ex4/BGM_EX4_Event_18.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,798,"Colosseum#0",True,"","","BNpcBase#0","Hold nothing back! Push yourself to your limit, and me to mine!","Show me your vaunted fortitude!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,17,0,0,0,False,0,71,0,0,0,0,False,0,0
5048,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Event_JobShiren.scd","music/ex3/BGM_EX3_Null.scd","",0,799,"Colosseum#0",True,"","","BNpcBase#0","Aim for the weak point of the aetherial orb!","1 second to Extinction Flare...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
5049,"InstanceContentType#7",0,60,False,"","","",0,804,"Colosseum#0",False,"","","BNpcBase#0","Protect the refugees!","Calm the distressed refugees!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,74,0,0,0,0,False,0,0
5050,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Event_JobShiren.scd","music/ex3/BGM_EX3_Null.scd","",0,805,"Colosseum#0",True,"","","BNpcBase#0","Protect Kan–E–Senna and defeat Gleipnir!","My aether is exhausted... I cannot stand...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,15,0,48,0,False,0,72,0,0,0,0,False,0,0
5051,"InstanceContentType#7",0,60,False,"","","",0,812,"Colosseum#0",False,"","","BNpcBase#0","Infiltrate the supply depot","It's time. We only have one shot at this, so let's make it count!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,49,0,False,0,73,0,0,0,0,False,0,0
5052,"InstanceContentType#7",0,60,False,"music/ex1/BGM_EX1_Dungeon_botanical_gardens.scd","","",0,813,"Colosseum#0",False,"","","BNpcBase#0","If our assumption is correct, the fugitives have come─and may still be here. Keep your eyes peeled and your guard up.","Grrr, damn you!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
5053,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Dungeon_Uru_04.scd","","",0,814,"Colosseum#0",False,"","","BNpcBase#0","Defeat the chimera.","Use Guillotine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,75,42,0,0,0,False,0,0
5054,"InstanceContentType#7",0,60,False,"music/ex1/BGM_EX1_Event_Soten.scd","music/ex3/BGM_EX3_Null.scd","",0,815,"Colosseum#0",True,"","","BNpcBase#0","Defeat Profane Fafnir!","<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>─this way!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,55,0,False,0,0,0,0,0,0,False,0,0
5055,"InstanceContentType#7",0,60,False,"music/ex4/BGM_EX4_Boss_Battle01.scd","","",0,816,"Colosseum#0",False,"","","BNpcBase#0","Hehehe! I have awaited this feast for far too long. I think I shall skip straight to the main course!","Ugh... I can't die...without a final meal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
5056,"InstanceContentType#7",0,60,False,"","","",0,817,"Colosseum#0",False,"","","BNpcBase#0","Lightning gathers! We must head it off!","Keep your comrades alive and break their mind control.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
5057,"InstanceContentType#7",0,60,False,"music/ex4/BGM_EX4_Boss_Battle02.scd","","",0,818,"Colosseum#0",True,"","","BNpcBase#0","Minato holds me responsible for Kisei's death. I will keep its attention.","Defeat Izanami",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
5058,"InstanceContentType#7",0,60,False,"music/ex2/BGM_EX2_Boss_Battle_01.scd","","",0,820,"Colosseum#0",True,"","","BNpcBase#0","Defeat Charlet!","1 second to Fordola's Penitent Blade...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
5059,"InstanceContentType#7",0,60,False,"","","",0,845,"Colosseum#0",True,"","","BNpcBase#0","It should go without saying, but stay on your guard. There was quite the menagerie of horrors when last I was here.","Defeat Nerva yae Galvus!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,80,0,0,0,0,False,0,0
5060,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Con_Teikoku_Boss.scd","music/ffxiv/BGM_Null.scd","",0,865,"Colosseum#0",False,"","","BNpcBase#0","I will suffer none to oppose Lord van Baelsar!","We've raised the alarm as you bade...and now we would fight with you!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,85,0,0,0,0,False,0,0
5061,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Con_Ascian.scd","","",0,867,"Colosseum#0",True,"","","BNpcBase#0","For the sake of the star, I will deal with you personally!","Hmph. Yours was always a vain struggle.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,61,0,False,0,88,0,0,0,0,False,0,0
5062,"InstanceContentType#7",0,60,False,"music/ex4/BGM_EX4_Boss_Battle03.scd","","",0,874,"Colosseum#0",True,"","","BNpcBase#0","Every soul in this domain ssserves me now.<Unknown17/>Come, feassst upon their flesh!","She can turn voidsent into crystal...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,99,0,0,0,0,False,0,0
5063,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Con_Ish_01.scd","","",0,885,"Colosseum#0",True,"","","BNpcBase#0","Protect the Holy See of Ishgard","Yda and I have matters here well in hand. <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>, you must go and see to the final ward.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,64,0,False,0,105,0,0,0,0,False,0,0
5064,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Event_FF2BossBattle.scd","","",0,907,"Colosseum#0",True,"","","BNpcBase#0","This is quite a crowd of admirers. Did someone send word we were coming?","Gyaaah! Why are they hitting <Emphasis>me</Emphasis>!?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,18,0,0,0,False,0,107,0,0,0,0,False,0,0
5065,"InstanceContentType#7",0,60,False,"","","",0,910,"Colosseum#0",False,"","","BNpcBase#0","A deal is a deal...<Unknown17/>I cannot let you pass.","Zero's concentration has been broken.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,70,0,False,0,108,0,0,0,0,False,0,0
5066,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Event_SXT08.scd","music/ffxiv/BGM_Null.scd","",0,959,"Colosseum#0",True,"","","BNpcBase#0","Defeat the Infernal Shadow","Just a few more, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>!
We leave none standing!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,20,21,76,0,False,0,149,71,0,0,0,False,0,0
5067,"InstanceContentType#7",0,60,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,960,"Colosseum#0",False,"","","BNpcBase#0","The researchers should be just ahead.<Unknown17/>There─the building to the northeast.","Clip the wings of the giant colibri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,19,0,0,0,False,0,145,0,0,0,0,False,0,0
5068,"InstanceContentType#7",0,60,False,"music/ex5/BGM_EX5_Event_01.scd","","",0,828,"Colosseum#0",True,"","","BNpcBase#0","Defeat the Dawnservant!","Hraaaaaargh!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,22,0,0,0,False,0,172,0,0,0,0,False,0,4
5069,"InstanceContentType#7",0,60,False,"music/ex5/BGM_EX5_Boss_Battle02.scd","","",0,982,"Colosseum#0",False,"","","BNpcBase#0","Defeat Gulool Ja Ja's glory!","How is this?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,5
5070,"InstanceContentType#7",0,60,False,"music/ex5/BGM_EX5_Boss_Battle01.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,983,"Colosseum#0",False,"","","BNpcBase#0","Defeat Bakool Ja Ja!","Such confidence... What changed? She wasn't like this before!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,24,0,0,0,False,0,180,0,0,0,0,False,0,1
5071,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Event_Dotabata.scd","","",0,994,"Colosseum#0",False,"","","BNpcBase#0","Defeat Ellerete!","Stubborn worms! I will end you─<Emphasis>do you hear me</Emphasis>!?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,167,0,0,0,0,False,0,8
5072,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Event_BattleCommon_02.scd","","",0,925,"Colosseum#0",False,"","","BNpcBase#0","Defeat the rampaging beasts!","Some attacks work better from certain positions, so mind your footwork!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,80,0,0,0,False,0,9
5073,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Event_JobShiren.scd","","",0,997,"Colosseum#0",True,"","","BNpcBase#0","Defeat Samidare!","He's winded! Now's our chance!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,23,0,77,0,False,0,177,0,0,0,0,False,0,6
5074,"InstanceContentType#7",0,60,False,"music/ex3/BGM_EX3_Event_06.scd","","",0,966,"Colosseum#0",True,"","","BNpcBase#0","Find Beruru!","No... I cannot fall to a forgery...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,12
5075,"InstanceContentType#7",0,60,False,"","","",0,998,"Colosseum#0",True,"","","BNpcBase#0","Defend Solution Nine!","Behold the bladework of a royal knight!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,79,0,False,0,176,0,0,0,0,True,0,11
5076,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Event_Dotabata.scd","","",0,999,"Colosseum#0",False,"","","BNpcBase#0","Defeat Chalteaufite's gang","It's working! Place your trust in the proverb!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,21
5077,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Event_BattleCommon_02.scd","","",0,1000,"Colosseum#0",False,"","","BNpcBase#0","Here we are, kupo! I sense monsters lurking below...","Cast Pom Motif",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,179,81,0,0,0,False,0,18
5078,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Event_Dotabata.scd","","",0,1001,"Colosseum#0",False,"","","BNpcBase#0","Defeat Virazahn!","You've lost, Virazahn. Lay down your weapon!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,178,0,0,0,0,False,0,13
5079,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Event_JobShiren.scd","","",0,1002,"Colosseum#0",True,"","","BNpcBase#0","Defeat Iq Soq Xmajun!","The wings! They accumulate aether before the beast strikes!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,82,0,False,0,0,0,0,0,0,False,0,15
5080,"InstanceContentType#7",0,60,False,"music/ex5/BGM_EX5_Boss_Battle01.scd","","",0,1003,"Colosseum#0",False,"","","BNpcBase#0","Protect the Temple Knights!","Another one falls. Life is ever so fleeting!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,26
5081,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",0,0,"InstanceContentBuff#0",False,"InstanceContent#0",0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
10000,"InstanceContentType#0",0,60,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,0,"Colosseum#0",False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
10001,"InstanceContentType#3",0,30,False,"music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,42,"Colosseum#0",False,"","","BNpcBase#0","Defeat one enemy group at a time.","You've come this far, now finish him!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
10002,"InstanceContentType#3",0,30,False,"music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,43,"Colosseum#0",False,"","","BNpcBase#0","When threatened, <SheetEn(BNpcName,2,IntegerParameter(1),1,1)/> will summon reinforcements. Stay alert!","Another wave! But unlike the last!",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
10003,"InstanceContentType#3",0,30,False,"music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,44,"Colosseum#0",False,"","","BNpcBase#0","Defeat <SheetEn(BNpcName,2,IntegerParameter(1),2,1)/> to open the first gate.","The safety mechanism on the gate will deactivate once all threats in the area have been removed.",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
10004,"InstanceContentType#3",0,30,False,"music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,45,"Colosseum#0",False,"","","BNpcBase#0","<Clickable(<SheetEn(BNpcName,2,IntegerParameter(1),2,1)/>)/> will attempt to heal <SheetEn(BNpcName,2,IntegerParameter(2),1,1)/>.","Silence those bandits!",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
10005,"InstanceContentType#3",0,30,False,"music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,46,"Colosseum#0",False,"","","BNpcBase#0","Lure enemies away from the ruptured pollen clusters before engaging them.","Yes! I do believe you have him! It won't be much longer now!",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",False,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0
